"industry","index","sentence","phrase","category"
"automotiveEngineering","1","4","which","NP"
"automotiveEngineering","1","4","can break","VP"
"automotiveEngineering","1","4","the transmission","NP"
"automotiveEngineering","1","4","a bad bushing","NP"
"automotiveEngineering","1","4","at","PP"
"automotiveEngineering","1","4","the connection","NP"
"automotiveEngineering","1","5","A supplier","NP"
"automotiveEngineering","1","5","had added","VP"
"automotiveEngineering","1","5","lubricant","NP"
"automotiveEngineering","1","5","to","PP"
"automotiveEngineering","1","5","these bushings,","NP"
"automotiveEngineering","1","5","which","NP"
"automotiveEngineering","1","5","led","VP"
"automotiveEngineering","1","5","A supplier","NP"
"automotiveEngineering","1","5","to fail","VP"
"automotiveEngineering","1","5","on","PP"
"automotiveEngineering","1","5","2013–2016 Fusion","NP"
"automotiveEngineering","1","5","and","CC"
"automotiveEngineering","1","5","2013–2014 Escape","NP"
"automotiveEngineering","1","5","models,","CC"
"automotiveEngineering","1","5","according","PP"
"automotiveEngineering","1","5","to","PP"
"automotiveEngineering","1","5","a recall filing","NP"
"automotiveEngineering","1","5","with","PP"
"automotiveEngineering","1","5","the National Highway Traffic Safety Administration","NP"
"automotiveEngineering","1","6","Several dangerous things","NP"
"automotiveEngineering","1","6","can happen,","VP"
"automotiveEngineering","1","6","the gear selector","NP"
"automotiveEngineering","1","6","indicating","VP"
"automotiveEngineering","1","6","the wrong gear","NP"
"automotiveEngineering","1","6","or","CC"
"automotiveEngineering","1","6","a driver","NP"
"automotiveEngineering","1","6","switching","VP"
"automotiveEngineering","1","6","the vehicle","NP"
"automotiveEngineering","1","6","in","PP"
"automotiveEngineering","1","6","park","NP"
"automotiveEngineering","1","6","and","CC"
"automotiveEngineering","1","6","exiting","VP"
"automotiveEngineering","1","6","with","PP"
"automotiveEngineering","1","6","the key","NP"
"automotiveEngineering","1","6","the transmission","NP"
"automotiveEngineering","1","6","is","VP"
"automotiveEngineering","1","6","in","PP"
"automotiveEngineering","2","0","Enlarge ImageThe C-Class","NP"
"automotiveEngineering","2","0","is","VP"
"automotiveEngineering","2","0","but","CC"
"automotiveEngineering","2","0","Enlarge ImageThe C-Class design and tech","NP"
"automotiveEngineering","2","0","is","VP"
"automotiveEngineering","2","0","a generation","NP"
"automotiveEngineering","2","1","gas prices","NP"
"automotiveEngineering","2","1","fluctuate,","VP"
"automotiveEngineering","2","1","buyers","NP"
"automotiveEngineering","2","1","continue to favor","VP"
"automotiveEngineering","2","1","SUVs and crossovers","NP"
"automotiveEngineering","2","1","in","PP"
"automotiveEngineering","2","1","ever-greater numbers,","NP"
"automotiveEngineering","2","1","pushing","VP"
"automotiveEngineering","2","1","sedans","NP"
"automotiveEngineering","2","1","by","PP"
"automotiveEngineering","2","1","the wayside.","NP"
"automotiveEngineering","2","2","It's","NP"
"automotiveEngineering","2","2","such a strong push","NP"
"automotiveEngineering","2","2","It","NP"
"automotiveEngineering","2","2","might cause","VP"
"automotiveEngineering","2","2","at least one automaker","NP"
"automotiveEngineering","2","2","to move","VP"
"automotiveEngineering","2","2","It sedan manufacturing","NP"
"automotiveEngineering","2","2","outside","PP"
"automotiveEngineering","2","2","US borders","NP"
"automotiveEngineering","2","2","to make","VP"
"automotiveEngineering","2","2","room","NP"
"automotiveEngineering","2","2","for","PP"
"automotiveEngineering","2","2","more utility vehicles.","NP"
"automotiveEngineering","2","3","Despite","PP"
"automotiveEngineering","2","3","It position","NP"
"automotiveEngineering","2","3","as","PP"
"automotiveEngineering","2","3","It best-selling sedan","NP"
"automotiveEngineering","2","3","in","PP"
"automotiveEngineering","2","3","the US, Mercedes-Benz","NP"
"automotiveEngineering","2","3","might move","VP"
"automotiveEngineering","2","3","C-Class production","NP"
"automotiveEngineering","2","3","out","PP"
"automotiveEngineering","2","3","of","PP"
"automotiveEngineering","2","3","Mercedes-Benz Alabama plant, Automotive News reports,","NP"
"automotiveEngineering","2","3","citing","VP"
"automotiveEngineering","2","3","sources","NP"
"automotiveEngineering","2","3","with","PP"
"automotiveEngineering","2","3","the situation.""","NP"
"automotiveEngineering","2","4","Mercedes-Benz","NP"
"automotiveEngineering","2","4","declined to comment","VP"
"automotiveEngineering","2","4","to","PP"
"automotiveEngineering","2","4","AN.","NP"
"automotiveEngineering","2","5","Enlarge ImageThe C-Class","NP"
"automotiveEngineering","2","5","came","VP"
"automotiveEngineering","2","5","in","PP"
"automotiveEngineering","2","5","2014,","NP"
"automotiveEngineering","2","5","a five-year process","NP"
"automotiveEngineering","2","5","that,","NP"
"automotiveEngineering","2","5","according","PP"
"automotiveEngineering","2","5","to","PP"
"automotiveEngineering","2","5","the report,","NP"
"automotiveEngineering","2","5","was met","VP"
"automotiveEngineering","2","5","with","PP"
"automotiveEngineering","2","5","much pearl-clutching","NP"
"automotiveEngineering","2","5","from","PP"
"automotiveEngineering","2","5","German unions.","NP"
"automotiveEngineering","2","6","The reason","NP"
"automotiveEngineering","2","6","for","PP"
"automotiveEngineering","2","6","Enlarge ImageThe C-Class departure","NP"
"automotiveEngineering","2","6","is","VP"
"automotiveEngineering","2","6","--","CC"
"automotiveEngineering","2","6","Enlarge ImageThe C-Class","NP"
"automotiveEngineering","2","6","sells","VP"
"automotiveEngineering","2","6","well, other cars","NP"
"automotiveEngineering","2","6","sell","VP"
"automotiveEngineering","3","0","The 2019 Cadillac CTS-VCNBC","NP"
"automotiveEngineering","3","0","|","CC"
"automotiveEngineering","3","0","Mack HoganCadillac,","NP"
"automotiveEngineering","3","0","the luxury arm","NP"
"automotiveEngineering","3","0","of","PP"
"automotiveEngineering","3","0","auto giant General Motors,","NP"
"automotiveEngineering","3","0","appeared to not anticipate","VP"
"automotiveEngineering","3","0","the insatiable hunger","NP"
"automotiveEngineering","3","0","consumers","NP"
"automotiveEngineering","3","0","have","VP"
"automotiveEngineering","3","0","for","PP"
"automotiveEngineering","3","0","SUVs","NP"
"automotiveEngineering","3","0","and","CC"
"automotiveEngineering","3","1","The 2019 Cadillac CTS-VCNBC","NP"
"automotiveEngineering","3","1","|","CC"
"automotiveEngineering","3","1","tried to out-German","VP"
"automotiveEngineering","3","1","BMW","NP"
"automotiveEngineering","3","1","and","CC"
"automotiveEngineering","3","1","Mercedes","NP"
"automotiveEngineering","3","1","with","PP"
"automotiveEngineering","3","1","a lineup","NP"
"automotiveEngineering","3","1","of","PP"
"automotiveEngineering","3","1","sports sedans","NP"
"automotiveEngineering","3","1","with","PP"
"automotiveEngineering","3","1","impressive driving dynamics","NP"
"automotiveEngineering","3","1","and","CC"
"automotiveEngineering","3","1","the Germans,","NP"
"automotiveEngineering","3","1","the Germans","NP"
"automotiveEngineering","3","1","padded","VP"
"automotiveEngineering","3","1","the Germans lineups","NP"
"automotiveEngineering","3","1","with","PP"
"automotiveEngineering","3","1","seven crossovers","NP"
"automotiveEngineering","3","2","The 2019 Cadillac CTS-VCNBC","NP"
"automotiveEngineering","3","2","|,","CC"
"automotiveEngineering","3","2","until","PP"
"automotiveEngineering","3","2","2018,","NP"
"automotiveEngineering","3","2","offered","VP"
"automotiveEngineering","3","3","The 2019 Cadillac CTS-VCNBC","NP"
"automotiveEngineering","3","3","|","CC"
"automotiveEngineering","3","3","The 2019 Cadillac CTS-VCNBC","NP"
"automotiveEngineering","3","3","|","CC"
"automotiveEngineering","3","3","is now retreating","VP"
"automotiveEngineering","3","3","to","PP"
"automotiveEngineering","3","3","Detroit","NP"
"automotiveEngineering","3","3","after","PP"
"automotiveEngineering","3","3","a few years","NP"
"automotiveEngineering","3","3","in","PP"
"automotiveEngineering","3","3","New York.","NP"
"automotiveEngineering","3","4","The 2019 Cadillac CTS-VCNBC |'ve","NP"
"automotiveEngineering","3","4","announced","VP"
"automotiveEngineering","3","4","the XT4 and XT6 crossovers","NP"
"automotiveEngineering","3","4","to compliment","VP"
"automotiveEngineering","3","4","the XT5 and Escalade","NP"
"automotiveEngineering","3","4","and","CC"
"automotiveEngineering","3","4","are consolidating","VP"
"automotiveEngineering","3","4","the CTS and ATS","NP"
"automotiveEngineering","3","4","into","PP"
"automotiveEngineering","3","4","the CT5 sedan.","NP"
"automotiveEngineering","3","5","This,","CC"
"automotiveEngineering","3","5","the fire-breathing, 200-mile-per-hour CTS-V,","NP"
"automotiveEngineering","3","5","is","VP"
"automotiveEngineering","3","5","a testament","NP"
"automotiveEngineering","3","5","to","PP"
"automotiveEngineering","3","5","The 2019 Cadillac CTS-VCNBC","NP"
"automotiveEngineering","3","5","|","CC"
"automotiveEngineering","3","5","accomplished","VP"
"automotiveEngineering","3","5","The 2019 Cadillac CTS-VCNBC","NP"
"automotiveEngineering","3","5","|","CC"
"automotiveEngineering","3","5","mission","NP"
"automotiveEngineering","3","5","of","PP"
"automotiveEngineering","3","5","building","VP"
"automotiveEngineering","3","5","amazing sports sedans.","NP"
"automotiveEngineering","3","6","the market","NP"
"automotiveEngineering","3","6","wanted","VP"
"automotiveEngineering","3","6","something else.","NP"
"automotiveEngineering","3","7","The 2019 Cadillac CTS-VCNBC","NP"
"automotiveEngineering","3","7","|","CC"
"automotiveEngineering","3","7","Mack HoganThe good ""Parts sharing""","NP"
"automotiveEngineering","3","7","is","VP"
"automotiveEngineering","3","7","almost a dirty word","NP"
"automotiveEngineering","3","7","in","PP"
"automotiveEngineering","3","7","the industry.","NP"
"automotiveEngineering","4","0","featuring","VP"
"automotiveEngineering","4","0","30-inch","NP"
"automotiveEngineering","4","0","wheels,","CC"
"automotiveEngineering","4","0","a dettatched cabin, and screenless dash, citroen‘s new","NP"
"automotiveEngineering","4","0","the 19_19 concept","NP"
"automotiveEngineering","4","0","is","VP"
"automotiveEngineering","4","0","to say","VP"
"automotiveEngineering","4","0","the least.","NP"
"automotiveEngineering","4","1","revealed","VP"
"automotiveEngineering","4","1","as","PP"
"automotiveEngineering","4","1","part","NP"
"automotiveEngineering","4","1","of","PP"
"automotiveEngineering","4","1","new 19_19 concept centenary","NP"
"automotiveEngineering","4","1","celebrations,","CC"
"automotiveEngineering","4","1","new 19_19 concept","NP"
"automotiveEngineering","4","1","showcases","VP"
"automotiveEngineering","4","1","new 19_19 concept future interiors technology.images","NP"
"automotiveEngineering","4","1","of","PP"
"automotiveEngineering","4","1","citroen","CC"
"automotiveEngineering","4","1","inspired","NP"
"automotiveEngineering","4","1","by","PP"
"automotiveEngineering","4","1","aviation, citroen","NP"
"automotiveEngineering","4","1","took","VP"
"automotiveEngineering","4","1","citroen","CC"
"automotiveEngineering","4","1","’s re-2 helicopter","NP"
"automotiveEngineering","4","1","as","PP"
"automotiveEngineering","4","1","a reference,","NP"
"automotiveEngineering","4","1","a model","NP"
"automotiveEngineering","4","1","’s","CC"
"automotiveEngineering","4","1","re-2 helicopter","NP"
"automotiveEngineering","4","1","developed","VP"
"automotiveEngineering","4","1","in","PP"
"automotiveEngineering","4","1","the seventies","NP"
"automotiveEngineering","4","1","but","CC"
"automotiveEngineering","4","1","declined to put","VP"
"automotiveEngineering","4","1","into","PP"
"automotiveEngineering","4","1","series production.","NP"
"automotiveEngineering","4","2","as","PP"
"automotiveEngineering","4","2","a result,","NP"
"automotiveEngineering","4","2","the cabin,","NP"
"automotiveEngineering","4","2","which","NP"
"automotiveEngineering","4","2","looks","VP"
"automotiveEngineering","4","2","series production","NP"
"automotiveEngineering","4","2","is entirely made","VP"
"automotiveEngineering","4","2","of","PP"
"automotiveEngineering","4","2","glass,","NP"
"automotiveEngineering","4","2","sits","VP"
"automotiveEngineering","4","2","from","PP"
"automotiveEngineering","4","2","series production set","NP"
"automotiveEngineering","4","2","of","PP"
"automotiveEngineering","4","2","oversized 30 inch wheels","NP"
"automotiveEngineering","4","2","allowing","VP"
"automotiveEngineering","4","2","passengers","NP"
"automotiveEngineering","4","2","a higher view","NP"
"automotiveEngineering","4","2","of","PP"
"automotiveEngineering","4","2","the road.","NP"
"automotiveEngineering","4","3","developed","VP"
"automotiveEngineering","4","3","in","PP"
"automotiveEngineering","4","3","collaboration","NP"
"automotiveEngineering","4","3","with","PP"
"automotiveEngineering","4","3","goodyear, oversized 30 inch wheels","NP"
"automotiveEngineering","4","3","allowing","VP"
"automotiveEngineering","4","3","passengers","NP"
"automotiveEngineering","4","3","a higher view","NP"
"automotiveEngineering","4","3","of","PP"
"automotiveEngineering","4","3","the road","NP"
"automotiveEngineering","4","3","are wrapped","VP"
"automotiveEngineering","4","3","in","PP"
"automotiveEngineering","4","3","aerodynamic mudguards,","NP"
"automotiveEngineering","4","3","that","NP"
"automotiveEngineering","4","3","move","VP"
"automotiveEngineering","4","3","of","PP"
"automotiveEngineering","4","3","series","NP"
"automotiveEngineering","4","4","oversized 30 inch wheels","NP"
"automotiveEngineering","4","4","allowing","VP"
"automotiveEngineering","4","4","passengers","NP"
"automotiveEngineering","4","4","a higher view","NP"
"automotiveEngineering","4","4","of","PP"
"automotiveEngineering","4","4","the road","NP"
"automotiveEngineering","4","4","are equipped","VP"
"automotiveEngineering","4","4","with","PP"
"automotiveEngineering","4","4","sensors","NP"
"automotiveEngineering","4","4","that","NP"
"automotiveEngineering","4","4","monitor","VP"
"automotiveEngineering","4","4","road and weather conditions","NP"
"automotiveEngineering","4","4","and","CC"
"automotiveEngineering","4","4","transmit","VP"
"automotiveEngineering","4","4","the data","NP"
"automotiveEngineering","4","4","to","PP"
"automotiveEngineering","4","4","the drivetrain.","NP"
"automotiveEngineering","4","5","the 19_19","NP"
"automotiveEngineering","4","5","is","VP"
"automotiveEngineering","4","5","in","PP"
"automotiveEngineering","4","5","size","NP"
"automotiveEngineering","4","5","to","PP"
"automotiveEngineering","4","5","a midsize SUV,","NP"
"automotiveEngineering","4","5","at","PP"
"automotiveEngineering","4","5","4655 mm","NP"
"automotiveEngineering","4","5","long,","CC"
"automotiveEngineering","4","5","2240 mm","NP"
"automotiveEngineering","4","5","and","CC"
"automotiveEngineering","4","5","1600 mm","NP"
"automotiveEngineering","5","0","Mazda","NP"
"automotiveEngineering","5","0","is","VP"
"automotiveEngineering","5","0","a brand","NP"
"automotiveEngineering","5","0","that","NP"
"automotiveEngineering","5","0","gives","VP"
"automotiveEngineering","5","0","you","NP"
"automotiveEngineering","5","0","more","NP"
"automotiveEngineering","5","0","than","PP"
"automotiveEngineering","5","0","what","NP"
"automotiveEngineering","5","0","you'd expect","VP"
"automotiveEngineering","5","0","from","PP"
"automotiveEngineering","5","0","a mass market automaker.","NP"
"automotiveEngineering","5","1","the 2019 Mazda3","NP"
"automotiveEngineering","5","1","debuted","VP"
"automotiveEngineering","5","1","at","PP"
"automotiveEngineering","5","1","the 2018 Los Angeles auto show,","NP"
"automotiveEngineering","5","1","the 2019 Mazda3","NP"
"automotiveEngineering","5","1","cemented","VP"
"automotiveEngineering","5","1","Mazda's commitment","NP"
"automotiveEngineering","5","1","to","PP"
"automotiveEngineering","5","1","doing","VP"
"automotiveEngineering","5","1","things","NP"
"automotiveEngineering","5","2","From","PP"
"automotiveEngineering","5","2","the 2019 Mazda3 engaging driving dynamics","NP"
"automotiveEngineering","5","2","to","PP"
"automotiveEngineering","5","2","the 2019 Mazda3 sultry exterior design,","NP"
"automotiveEngineering","5","2","the 2019 Mazda3","NP"
"automotiveEngineering","5","2","the 2019 Mazda3","NP"
"automotiveEngineering","5","2","looks","VP"
"automotiveEngineering","5","2","than","PP"
"automotiveEngineering","5","2","the 2019 Mazda3","NP"
"automotiveEngineering","5","2","is.","VP"
"automotiveEngineering","5","3","Move","VP"
"automotiveEngineering","5","3","and","CC"
"automotiveEngineering","5","3","you'll immediately notice","VP"
"automotiveEngineering","5","3","Mazda's upscale intentions","NP"
"automotiveEngineering","5","3","with","PP"
"automotiveEngineering","5","3","an interior","NP"
"automotiveEngineering","5","3","that","NP"
"automotiveEngineering","5","3","sweats","VP"
"automotiveEngineering","5","3","every detail","NP"
"automotiveEngineering","5","3","to ensure","VP"
"automotiveEngineering","5","3","the car","NP"
"automotiveEngineering","5","3","feels","VP"
"automotiveEngineering","5","4","Despite","PP"
"automotiveEngineering","5","4","the car humble underpinnings,","NP"
"automotiveEngineering","5","4","the 2019 Mazda3","NP"
"automotiveEngineering","5","4","the 2019 Mazda3","NP"
"automotiveEngineering","5","4","proves","VP"
"automotiveEngineering","5","4","great engineering","NP"
"automotiveEngineering","5","4","creates","VP"
"automotiveEngineering","5","4","solid vehicles","NP"
"automotiveEngineering","5","4","that","NP"
"automotiveEngineering","5","4","are","VP"
"automotiveEngineering","5","5","the 2019 Mazda3","NP"
"automotiveEngineering","5","5","the 2019 Mazda3","NP"
"automotiveEngineering","5","5","moves","VP"
"automotiveEngineering","5","5","a mass market automaker","NP"
"automotiveEngineering","5","5","to","PP"
"automotiveEngineering","5","5","premium territory","NP"
"automotiveEngineering","5","5","with","PP"
"automotiveEngineering","5","5","the 2019 Mazda3 sensuous new look,","NP"
"automotiveEngineering","5","5","and","CC"
"automotiveEngineering","5","5","a new platform","NP"
"automotiveEngineering","5","5","that","NP"
"automotiveEngineering","5","5","yields","VP"
"automotiveEngineering","5","5","a smoother ride","NP"
"automotiveEngineering","5","5","without","PP"
"automotiveEngineering","5","5","sacrificing","VP"
"automotiveEngineering","5","5","the brand's renowned athleticism.","NP"
"automotiveEngineering","5","6","Supportive seats","NP"
"automotiveEngineering","5","6","that","NP"
"automotiveEngineering","5","6","offer","VP"
"automotiveEngineering","5","6","high levels","NP"
"automotiveEngineering","5","6","of","PP"
"automotiveEngineering","5","6","comfort,","NP"
"automotiveEngineering","5","6","a long list","NP"
"automotiveEngineering","5","6","of","PP"
"automotiveEngineering","5","6","available driver assist tech,","NP"
"automotiveEngineering","5","6","and","CC"
"automotiveEngineering","5","6","an updated infotainment system","NP"
"automotiveEngineering","5","6","featuring","VP"
"automotiveEngineering","5","6","a large 8.8-inch screen","NP"
"automotiveEngineering","5","6","controlled","VP"
"automotiveEngineering","5","6","by","PP"
"automotiveEngineering","5","6","a rotary knob","NP"
"automotiveEngineering","5","6","evoke","VP"
"automotiveEngineering","5","6","vehicles","NP"
"automotiveEngineering","5","6","with","PP"
"automotiveEngineering","5","6","higher price tags","NP"
"automotiveEngineering","5","6","and","CC"
"automotiveEngineering","5","6","more desirable badges.","NP"
"automotiveEngineering","6","0","Mercedes’ first proper electric car","NP"
"automotiveEngineering","6","0","hits","VP"
"automotiveEngineering","6","0","a competitive mark","NP"
"automotiveEngineering","6","0","and","CC"
"automotiveEngineering","6","0","might exceed","VP"
"automotiveEngineering","6","0","rivals","NP"
"automotiveEngineering","6","0","for","PP"
"automotiveEngineering","6","0","comfort","NP"
"automotiveEngineering","6","0","and","CC"
"automotiveEngineering","6","1","Big appeal","NP"
"automotiveEngineering","6","1","for","PP"
"automotiveEngineering","6","1","both","NP"
"automotiveEngineering","6","1","the eco-conscious and tech-savvy;","NP"
"automotiveEngineering","6","1","a touch","NP"
"automotiveEngineering","6","1","for","PP"
"automotiveEngineering","6","1","the interested driver.","NP"
"automotiveEngineering","6","2","What","NP"
"automotiveEngineering","6","2","is","VP"
"automotiveEngineering","6","3","For","PP"
"automotiveEngineering","6","3","a company","NP"
"automotiveEngineering","6","3","that","NP"
"automotiveEngineering","6","3","has built","VP"
"automotiveEngineering","6","3","a reputation","NP"
"automotiveEngineering","6","3","on","PP"
"automotiveEngineering","6","3","technical innovation, Mercedes","NP"
"automotiveEngineering","6","3","has been","VP"
"automotiveEngineering","6","3","to launch","VP"
"automotiveEngineering","6","3","a series-production electric car.","NP"
"automotiveEngineering","6","4","a series-production electric car","NP"
"automotiveEngineering","6","4","has","CC"
"automotiveEngineering","6","4","and","VP"
"automotiveEngineering","6","4","the Mercedes EQC crossover SUV","NP"
"automotiveEngineering","6","4","is","VP"
"automotiveEngineering","6","4","with","PP"
"automotiveEngineering","6","4","technical innovation,","NP"
"automotiveEngineering","6","4","a series-production electric car","NP"
"automotiveEngineering","6","4","couldn’t have picked","VP"
"automotiveEngineering","6","4","a location","NP"
"automotiveEngineering","6","4","for","PP"
"automotiveEngineering","6","4","the international press launch","NP"
"automotiveEngineering","6","4","than","PP"
"automotiveEngineering","6","4","Oslo","NP"
"automotiveEngineering","6","4","for","PP"
"automotiveEngineering","6","4","highlighting","VP"
"automotiveEngineering","6","4","just how long","NP"
"automotiveEngineering","6","4","a series-production electric car","NP"
"automotiveEngineering","6","4","has dallied.","VP"
"automotiveEngineering","6","5","Here,","CC"
"automotiveEngineering","6","5","every other car","NP"
"automotiveEngineering","6","5","you","NP"
"automotiveEngineering","6","5","see","VP"
"automotiveEngineering","6","5","is","VP"
"automotiveEngineering","6","6","London","NP"
"automotiveEngineering","6","6","was","VP"
"automotiveEngineering","6","6","the same, you’d","NP"
"automotiveEngineering","6","6","have to take","VP"
"automotiveEngineering","6","6","London","NP"
"automotiveEngineering","6","6","was","VP"
"automotiveEngineering","6","6","the same","NP"
"automotiveEngineering","6","6","in","PP"
"automotiveEngineering","6","6","turns","NP"
"automotiveEngineering","6","6","with","PP"
"automotiveEngineering","6","6","your neighbours","NP"
"automotiveEngineering","6","6","to boil","VP"
"automotiveEngineering","6","6","your kettle on weekday evenings,","NP"
"automotiveEngineering","6","6","everyone","NP"
"automotiveEngineering","6","6","in","PP"
"automotiveEngineering","6","6","London","NP"
"automotiveEngineering","6","6","had arrived","VP"
"automotiveEngineering","6","6","and","CC"
"automotiveEngineering","6","6","plugged","VP"
"automotiveEngineering","6","7","Mercedes","NP"
"automotiveEngineering","6","7","is","VP"
"automotiveEngineering","6","7","Mercedes,","NP"
"automotiveEngineering","6","7","of","PP"
"automotiveEngineering","6","7","course","NP"
"automotiveEngineering","6","7","–","CC"
"automotiveEngineering","6","7","the oldest name","NP"
"automotiveEngineering","6","7","in","PP"
"automotiveEngineering","6","7","the car business","NP"
"automotiveEngineering","6","7","and","CC"
"automotiveEngineering","6","7","the most revered","NP"
"automotiveEngineering","6","7","around","PP"
"automotiveEngineering","6","7","much","NP"
"automotiveEngineering","6","7","of","PP"
"automotiveEngineering","6","7","the world,","NP"
"automotiveEngineering","6","7","and","CC"
"automotiveEngineering","6","7","the biggest-selling premium automotive brand","NP"
"automotiveEngineering","6","7","in","PP"
